Event label,Country,Date,Total events,Exist in DW
RA-EN-20000001,Netherlands,2018-03-02,1,#N/A
RA-EN-20000001,Netherlands,2018-04-19,1,#N/A
RA-EN-20003002,Denmark,2018-05-23,1,RA-EN-20003002
RA-EN-20003002,South Africa,2018-05-23,3,RA-EN-20003002
RA-EN-20003002,United Kingdom,2018-05-23,2,RA-EN-20003002
RA-EN-20003002,United Kingdom,2018-05-24,1,RA-EN-20003002
RA-EN-20003002,United States,2018-05-23,1,RA-EN-20003002
RA-EN-20003002,United States,2018-05-24,1,RA-EN-20003002
RA-EN-20006130,Australia,2018-01-01,1,RA-EN-20006130
RA-EN-20006131,South Africa,2018-01-01,1,RA-EN-20006131
RA-EN-20006132,India,2018-01-01,1,RA-EN-20006132
RA-EN-20006133,Australia,2018-01-01,1,RA-EN-20006133
RA-EN-20006134,Australia,2018-01-01,1,RA-EN-20006134
RA-EN-20006135,United Kingdom,2018-01-01,1,RA-EN-20006135
RA-EN-20006136,United Kingdom,2018-01-01,1,RA-EN-20006136
RA-EN-20006137,United Kingdom,2018-01-01,1,RA-EN-20006137
RA-EN-20006138,United Kingdom,2018-01-01,1,RA-EN-20006138
RA-EN-20006139,United Kingdom,2018-01-01,1,RA-EN-20006139
RA-EN-20006140,South Africa,2018-01-01,1,RA-EN-20006140
RA-EN-20006141,United Kingdom,2018-01-01,1,RA-EN-20006141
RA-EN-20006142,United Kingdom,2018-01-01,1,RA-EN-20006142
RA-EN-20006143,United Kingdom,2018-01-01,1,RA-EN-20006143
RA-EN-20006144,United States,2018-01-01,1,RA-EN-20006144
RA-EN-20006145,United States,2018-01-01,1,RA-EN-20006145
RA-EN-20006146,United Kingdom,2018-01-01,1,RA-EN-20006146
RA-EN-20006147,United States,2018-01-01,1,RA-EN-20006147
RA-EN-20006148,United Kingdom,2018-01-01,1,RA-EN-20006148
RA-EN-20006149,United States,2018-01-01,1,RA-EN-20006149
RA-EN-20006150,United Kingdom,2018-01-01,1,#N/A
RA-EN-20006151,United Kingdom,2018-01-01,1,RA-EN-20006151
RA-EN-20006152,Australia,2018-01-01,1,RA-EN-20006152
RA-EN-20006153,United States,2018-01-01,1,#N/A
RA-EN-20006154,Canada,2018-01-02,1,RA-EN-20006154
RA-EN-20006155,United States,2018-01-02,1,RA-EN-20006155
RA-EN-20006156,Australia,2018-01-02,1,RA-EN-20006156
RA-EN-20006157,Malaysia,2018-01-02,1,RA-EN-20006157
RA-EN-20006159,Australia,2018-01-02,1,RA-EN-20006159
RA-EN-20006160,United States,2018-01-02,1,RA-EN-20006160
RA-EN-20006161,United States,2018-01-02,1,RA-EN-20006161
RA-EN-20006162,India,2018-01-02,1,RA-EN-20006162
RA-EN-20006163,Australia,2018-01-02,1,RA-EN-20006163
RA-EN-20006164,Australia,2018-01-02,1,RA-EN-20006164
RA-EN-20006165,United Kingdom,2018-01-02,1,RA-EN-20006165
RA-EN-20006166,United Kingdom,2018-01-02,1,RA-EN-20006166
RA-EN-20006167,Saudi Arabia,2018-01-02,1,RA-EN-20006167
RA-EN-20006168,United Kingdom,2018-01-02,1,RA-EN-20006168
RA-EN-20006169,United States,2018-01-02,1,RA-EN-20006169
RA-EN-20006170,United States,2018-01-02,1,RA-EN-20006170
RA-EN-20006171,United Kingdom,2018-01-02,1,RA-EN-20006171
RA-EN-20006172,United Kingdom,2018-01-02,1,RA-EN-20006172
RA-EN-20006173,Ireland,2018-01-02,1,RA-EN-20006173
RA-EN-20006174,United Kingdom,2018-01-02,1,RA-EN-20006174
RA-EN-20006175,United Kingdom,2018-01-02,1,RA-EN-20006175
RA-EN-20006176,United Kingdom,2018-01-02,1,RA-EN-20006176
RA-EN-20006177,United States,2018-01-02,1,RA-EN-20006177
RA-EN-20006178,Canada,2018-01-02,1,RA-EN-20006178
RA-EN-20006179,Brazil,2018-01-02,1,#N/A
RA-EN-20006180,United States,2018-01-02,1,RA-EN-20006180
RA-EN-20006181,United States,2018-01-02,1,RA-EN-20006181
RA-EN-20006182,United States,2018-01-02,1,#N/A
RA-EN-20006183,Switzerland,2018-01-02,1,RA-EN-20006183
RA-EN-20006184,United States,2018-01-02,1,RA-EN-20006184
RA-EN-20006185,United States,2018-01-02,1,RA-EN-20006185
RA-EN-20006186,Australia,2018-01-03,1,RA-EN-20006186
RA-EN-20006187,Australia,2018-01-03,1,RA-EN-20006187
RA-EN-20006188,United Kingdom,2018-01-03,1,RA-EN-20006188
RA-EN-20006189,Australia,2018-01-03,1,RA-EN-20006189
RA-EN-20006190,Australia,2018-01-03,1,RA-EN-20006190
RA-EN-20006191,Australia,2018-01-03,1,RA-EN-20006191
RA-EN-20006192,Australia,2018-01-03,1,RA-EN-20006192
RA-EN-20006193,Australia,2018-01-03,1,RA-EN-20006193
RA-EN-20006194,United States,2018-01-03,1,RA-EN-20006194
RA-EN-20006195,United States,2018-01-03,1,RA-EN-20006195
RA-EN-20006196,Australia,2018-01-03,1,RA-EN-20006196
RA-EN-20006197,United States,2018-01-03,1,RA-EN-20006197
RA-EN-20006198,United Kingdom,2018-01-03,1,RA-EN-20006198
RA-EN-20006199,France,2018-01-03,1,RA-EN-20006199
RA-EN-20006200,United States,2018-01-03,1,RA-EN-20006200
RA-EN-20006201,United Kingdom,2018-01-03,1,RA-EN-20006201
RA-EN-20006202,United Kingdom,2018-01-03,1,RA-EN-20006202
RA-EN-20006203,United States,2018-01-03,1,RA-EN-20006203
RA-EN-20006204,United Kingdom,2018-01-03,1,RA-EN-20006204
RA-EN-20006205,United States,2018-01-03,1,RA-EN-20006205
RA-EN-20006206,United Kingdom,2018-01-03,1,RA-EN-20006206
RA-EN-20006207,Australia,2018-01-03,1,#N/A
RA-EN-20006208,Australia,2018-01-03,1,RA-EN-20006208
RA-EN-20006209,United Arab Emirates,2018-01-03,1,RA-EN-20006209
RA-EN-20006210,United Arab Emirates,2018-01-03,1,#N/A
RA-EN-20006211,United Kingdom,2018-01-03,1,RA-EN-20006211
RA-EN-20006212,United Kingdom,2018-01-03,1,RA-EN-20006212
RA-EN-20006213,Ireland,2018-01-03,1,RA-EN-20006213
RA-EN-20006214,United Kingdom,2018-01-03,1,RA-EN-20006214
RA-EN-20006215,India,2018-01-03,1,RA-EN-20006215
RA-EN-20006216,India,2018-01-03,1,#N/A
RA-EN-20006217,Singapore,2018-01-03,1,RA-EN-20006217
RA-EN-20006218,United Kingdom,2018-01-03,1,RA-EN-20006218
RA-EN-20006219,United Kingdom,2018-01-03,1,RA-EN-20006219
RA-EN-20006220,United States,2018-01-03,1,RA-EN-20006220
RA-EN-20006221,United Kingdom,2018-01-03,1,RA-EN-20006221
RA-EN-20006222,Brazil,2018-01-03,1,RA-EN-20006222
RA-EN-20006223,United Kingdom,2018-01-03,1,RA-EN-20006223
RA-EN-20006224,United Kingdom,2018-01-03,1,RA-EN-20006224
RA-EN-20006225,United Kingdom,2018-01-03,1,RA-EN-20006225
RA-EN-20006226,Belgium,2018-01-03,1,RA-EN-20006226
RA-EN-20006227,Saudi Arabia,2018-01-03,1,RA-EN-20006227
RA-EN-20006228,United Kingdom,2018-01-03,1,RA-EN-20006228
RA-EN-20006229,United Kingdom,2018-01-03,1,RA-EN-20006229
RA-EN-20006230,United States,2018-01-03,1,RA-EN-20006230
RA-EN-20006231,United States,2018-01-03,1,#N/A
RA-EN-20006232,United Kingdom,2018-01-03,1,RA-EN-20006232
RA-EN-20006233,Australia,2018-01-04,1,RA-EN-20006233
RA-EN-20006234,United States,2018-01-04,1,RA-EN-20006234
RA-EN-20006235,United States,2018-01-04,1,RA-EN-20006235
RA-EN-20006236,Australia,2018-01-04,1,RA-EN-20006236
RA-EN-20006237,United States,2018-01-04,1,RA-EN-20006237
RA-EN-20006238,Australia,2018-01-04,1,RA-EN-20006238
RA-EN-20006240,United States,2018-01-04,1,RA-EN-20006240
RA-EN-20006241,Singapore,2018-01-04,1,RA-EN-20006241
RA-EN-20006242,Switzerland,2018-01-04,1,RA-EN-20006242
RA-EN-20006243,Australia,2018-01-04,1,RA-EN-20006243
RA-EN-20006244,South Africa,2018-01-04,1,#N/A
RA-EN-20006245,United Kingdom,2018-01-04,1,RA-EN-20006245
RA-EN-20006246,United Kingdom,2018-01-04,1,RA-EN-20006246
RA-EN-20006247,United Kingdom,2018-01-04,1,RA-EN-20006247
RA-EN-20006248,Australia,2018-01-04,1,RA-EN-20006248
RA-EN-20006249,Australia,2018-01-04,1,#N/A
RA-EN-20006250,United Kingdom,2018-01-04,1,RA-EN-20006250
RA-EN-20006252,United Kingdom,2018-01-04,1,RA-EN-20006252
RA-EN-20006253,Germany,2018-01-04,1,#N/A
RA-EN-20006254,United States,2018-01-04,1,RA-EN-20006254
RA-EN-20006255,Canada,2018-01-04,1,RA-EN-20006255
RA-EN-20006256,United Kingdom,2018-01-04,1,RA-EN-20006256
RA-EN-20006257,Canada,2018-01-04,1,RA-EN-20006257
RA-EN-20006258,Italy,2018-01-04,1,RA-EN-20006258
RA-EN-20006259,United States,2018-01-04,1,RA-EN-20006259
RA-EN-20006260,United States,2018-01-04,1,RA-EN-20006260
RA-EN-20006261,United Kingdom,2018-01-04,1,RA-EN-20006261
RA-EN-20006262,Canada,2018-01-04,1,RA-EN-20006262
RA-EN-20006263,Canada,2018-01-04,1,RA-EN-20006263
RA-EN-20006264,United Kingdom,2018-01-04,1,RA-EN-20006264
RA-EN-20006265,Ireland,2018-01-04,1,RA-EN-20006265
RA-EN-20006266,South Africa,2018-01-04,1,#N/A
RA-EN-20006267,United Kingdom,2018-01-04,1,RA-EN-20006267
RA-EN-20006268,United States,2018-01-04,1,RA-EN-20006268
RA-EN-20006269,United States,2018-01-04,1,RA-EN-20006269
RA-EN-20006270,United Kingdom,2018-01-04,1,RA-EN-20006270
RA-EN-20006271,United States,2018-01-04,1,RA-EN-20006271
RA-EN-20006272,United States,2018-01-04,1,RA-EN-20006272
RA-EN-20006273,Jersey,2018-01-04,1,RA-EN-20006273
RA-EN-20006274,United States,2018-01-04,1,RA-EN-20006274
RA-EN-20006275,United States,2018-01-04,1,#N/A
RA-EN-20006276,United Kingdom,2018-01-04,1,RA-EN-20006276
RA-EN-20006277,United States,2018-01-05,1,RA-EN-20006277
RA-EN-20006278,United Kingdom,2018-01-05,1,#N/A
RA-EN-20006279,Singapore,2018-01-05,1,RA-EN-20006279
RA-EN-20006280,United Kingdom,2018-01-05,1,RA-EN-20006280
RA-EN-20006281,United States,2018-01-05,1,RA-EN-20006281
RA-EN-20006282,Singapore,2018-01-05,1,RA-EN-20006282
RA-EN-20006283,United States,2018-01-05,1,RA-EN-20006283
RA-EN-20006284,United States,2018-01-05,1,RA-EN-20006284
RA-EN-20006285,Australia,2018-01-05,1,RA-EN-20006285
RA-EN-20006286,Bermuda,2018-01-05,1,RA-EN-20006286
RA-EN-20006287,United States,2018-01-05,1,RA-EN-20006287
RA-EN-20006288,Singapore,2018-01-05,1,RA-EN-20006288
RA-EN-20006289,United States,2018-01-05,1,RA-EN-20006289
RA-EN-20006290,United States,2018-01-05,1,RA-EN-20006290
RA-EN-20006291,United Arab Emirates,2018-01-05,1,RA-EN-20006291
RA-EN-20006292,United Arab Emirates,2018-01-05,1,RA-EN-20006292
RA-EN-20006293,Australia,2018-01-05,1,RA-EN-20006293
RA-EN-20006294,South Africa,2018-01-05,1,RA-EN-20006294
RA-EN-20006295,South Africa,2018-01-05,1,RA-EN-20006295
RA-EN-20006296,South Africa,2018-01-05,1,RA-EN-20006296
RA-EN-20006297,United States,2018-01-05,1,RA-EN-20006297
RA-EN-20006298,Australia,2018-01-05,1,RA-EN-20006298
RA-EN-20006299,Australia,2018-01-05,1,RA-EN-20006299
RA-EN-20006301,Argentina,2018-01-05,1,RA-EN-20006301
RA-EN-20006302,United Kingdom,2018-01-05,1,RA-EN-20006302
RA-EN-20006303,United States,2018-01-05,1,RA-EN-20006303
RA-EN-20006304,United Kingdom,2018-01-05,1,RA-EN-20006304
RA-EN-20006305,United Kingdom,2018-01-05,1,RA-EN-20006305
RA-EN-20006306,Netherlands,2018-01-05,1,RA-EN-20006306
RA-EN-20006307,United Kingdom,2018-01-05,1,RA-EN-20006307
RA-EN-20006308,Canada,2018-01-05,1,RA-EN-20006308
RA-EN-20006309,United Kingdom,2018-01-05,1,RA-EN-20006309
RA-EN-20006310,United Arab Emirates,2018-01-05,1,RA-EN-20006310
RA-EN-20006311,United States,2018-01-05,1,RA-EN-20006311
RA-EN-20006312,United Kingdom,2018-01-05,1,RA-EN-20006312
RA-EN-20006313,United States,2018-01-05,1,RA-EN-20006313
RA-EN-20006314,United Kingdom,2018-01-05,1,RA-EN-20006314
RA-EN-20006315,United Kingdom,2018-01-05,1,#N/A
RA-EN-20006316,United States,2018-01-05,1,RA-EN-20006316
RA-EN-20006317,United States,2018-01-06,1,RA-EN-20006317
RA-EN-20006318,Australia,2018-01-06,1,RA-EN-20006318
RA-EN-20006319,Australia,2018-01-06,1,#N/A
RA-EN-20006321,United States,2018-01-06,1,RA-EN-20006321
RA-EN-20006323,Taiwan,2018-01-06,1,RA-EN-20006323
RA-EN-20006324,Australia,2018-01-06,1,RA-EN-20006324
RA-EN-20006325,Australia,2018-01-06,1,RA-EN-20006325
RA-EN-20006326,Canada,2018-01-06,1,RA-EN-20006326
RA-EN-20006327,United States,2018-01-06,1,#N/A
RA-EN-20006328,Australia,2018-01-06,1,RA-EN-20006328
RA-EN-20006329,United States,2018-01-06,1,RA-EN-20006329
RA-EN-20006330,Australia,2018-01-06,1,RA-EN-20006330
RA-EN-20006331,Australia,2018-01-06,1,RA-EN-20006331
RA-EN-20006332,Australia,2018-01-06,1,RA-EN-20006332
RA-EN-20006333,United States,2018-01-06,1,RA-EN-20006333
RA-EN-20006334,Australia,2018-01-06,1,RA-EN-20006334
RA-EN-20006335,United States,2018-01-06,1,RA-EN-20006335
RA-EN-20006336,United Kingdom,2018-01-06,1,RA-EN-20006336
RA-EN-20006337,United Kingdom,2018-01-06,1,#N/A
RA-EN-20006338,Australia,2018-01-06,1,RA-EN-20006338
RA-EN-20006339,United Kingdom,2018-01-06,1,RA-EN-20006339
RA-EN-20006340,United Kingdom,2018-01-06,1,RA-EN-20006340
RA-EN-20006341,Philippines,2018-01-06,1,RA-EN-20006341
RA-EN-20006342,United Kingdom,2018-01-06,1,RA-EN-20006342
RA-EN-20006343,United Kingdom,2018-01-06,1,#N/A
RA-EN-20006344,United Kingdom,2018-01-06,1,RA-EN-20006344
RA-EN-20006345,United Kingdom,2018-01-06,1,#N/A
RA-EN-20006347,United Arab Emirates,2018-01-06,1,RA-EN-20006347
RA-EN-20006348,United States,2018-01-06,1,RA-EN-20006348
RA-EN-20006349,United States,2018-01-06,1,RA-EN-20006349
RA-EN-20006350,Germany,2018-01-06,1,RA-EN-20006350
RA-EN-20006351,United Kingdom,2018-01-06,1,#N/A
RA-EN-20006352,Malaysia,2018-01-06,1,RA-EN-20006352
RA-EN-20006353,South Africa,2018-01-06,1,RA-EN-20006353
RA-EN-20006354,United Kingdom,2018-01-06,1,RA-EN-20006354
RA-EN-20006355,United States,2018-01-06,1,RA-EN-20006355
RA-EN-20006356,United Kingdom,2018-01-06,1,RA-EN-20006356
RA-EN-20006357,Ireland,2018-01-06,1,RA-EN-20006357
RA-EN-20006358,Germany,2018-01-06,1,RA-EN-20006358
RA-EN-20006359,United States,2018-01-06,1,RA-EN-20006359
RA-EN-20006360,United States,2018-01-06,1,RA-EN-20006360
RA-EN-20006361,United Kingdom,2018-01-06,1,RA-EN-20006361
RA-EN-20006362,United States,2018-01-06,1,RA-EN-20006362
RA-EN-20006363,United Kingdom,2018-01-06,1,RA-EN-20006363
RA-EN-20006364,United Kingdom,2018-01-06,1,#N/A
RA-EN-20006365,France,2018-01-06,1,RA-EN-20006365
RA-EN-20006366,Albania,2018-01-07,1,RA-EN-20006366
RA-EN-20006367,United States,2018-01-07,1,RA-EN-20006367
RA-EN-20006368,United Kingdom,2018-01-07,1,RA-EN-20006368
RA-EN-20006369,United Kingdom,2018-01-07,1,RA-EN-20006369
RA-EN-20006370,Australia,2018-01-07,1,RA-EN-20006370
RA-EN-20006371,Hungary,2018-01-07,1,#N/A
RA-EN-20006372,United States,2018-01-07,1,RA-EN-20006372
RA-EN-20006374,United States,2018-01-07,1,RA-EN-20006374
RA-EN-20006375,Australia,2018-01-07,1,RA-EN-20006375
RA-EN-20006376,Australia,2018-01-07,1,RA-EN-20006376
RA-EN-20006377,United Kingdom,2018-01-07,1,RA-EN-20006377
RA-EN-20006378,South Africa,2018-01-07,1,#N/A
RA-EN-20006379,Congo - Kinshasa,2018-01-07,1,RA-EN-20006379
RA-EN-20006380,Australia,2018-01-07,1,RA-EN-20006380
RA-EN-20006381,United Kingdom,2018-01-07,1,RA-EN-20006381
RA-EN-20006382,South Africa,2018-01-07,1,RA-EN-20006382
RA-EN-20006383,Australia,2018-01-07,1,RA-EN-20006383
RA-EN-20006384,Australia,2018-01-07,1,RA-EN-20006384
RA-EN-20006385,United Kingdom,2018-01-07,1,RA-EN-20006385
RA-EN-20006386,United Kingdom,2018-01-07,1,RA-EN-20006386
RA-EN-20006387,United Kingdom,2018-01-07,1,RA-EN-20006387
RA-EN-20006388,United Kingdom,2018-01-07,1,RA-EN-20006388
RA-EN-20006389,Ireland,2018-01-07,1,RA-EN-20006389
RA-EN-20006390,United Kingdom,2018-01-07,1,RA-EN-20006390
RA-EN-20006391,Germany,2018-01-07,1,RA-EN-20006391
RA-EN-20006392,United Kingdom,2018-01-07,1,RA-EN-20006392
RA-EN-20006393,United Kingdom,2018-01-07,1,RA-EN-20006393
RA-EN-20006394,United Kingdom,2018-01-07,1,RA-EN-20006394
RA-EN-20006396,United Kingdom,2018-01-07,1,RA-EN-20006396
RA-EN-20006397,United Kingdom,2018-01-07,1,RA-EN-20006397
RA-EN-20006398,United Kingdom,2018-01-07,1,RA-EN-20006398
RA-EN-20006399,United States,2018-01-07,1,#N/A
RA-EN-20006400,United Kingdom,2018-01-07,1,RA-EN-20006400
RA-EN-20006401,United Kingdom,2018-01-07,1,#N/A
RA-EN-20006402,United States,2018-01-07,1,RA-EN-20006402
RA-EN-20006403,United Kingdom,2018-01-07,1,RA-EN-20006403
RA-EN-20006404,United States,2018-01-07,1,RA-EN-20006404
RA-EN-20006405,Canada,2018-01-07,1,RA-EN-20006405
RA-EN-20006406,United States,2018-01-07,1,RA-EN-20006406
RA-EN-20006407,United Kingdom,2018-01-07,1,RA-EN-20006407
RA-EN-20006408,United Kingdom,2018-01-07,1,RA-EN-20006408
RA-EN-20006409,United States,2018-01-07,1,RA-EN-20006409
RA-EN-20006410,Gibraltar,2018-01-07,1,RA-EN-20006410
RA-EN-20006411,United Kingdom,2018-01-08,1,RA-EN-20006411
RA-EN-20006412,United States,2018-01-08,1,RA-EN-20006412
RA-EN-20006413,United States,2018-01-08,1,RA-EN-20006413
RA-EN-20006414,Australia,2018-01-08,1,RA-EN-20006414
RA-EN-20006415,United States,2018-01-08,1,RA-EN-20006415
RA-EN-20006416,United States,2018-01-08,1,RA-EN-20006416
RA-EN-20006417,United States,2018-01-08,1,RA-EN-20006417
RA-EN-20006418,Singapore,2018-01-08,1,RA-EN-20006418
RA-EN-20006419,Australia,2018-01-08,1,RA-EN-20006419
RA-EN-20006420,United States,2018-01-08,1,RA-EN-20006420
RA-EN-20006421,United States,2018-01-08,1,RA-EN-20006421
RA-EN-20006422,United States,2018-01-08,1,RA-EN-20006422
RA-EN-20006423,Australia,2018-01-08,1,RA-EN-20006423
RA-EN-20006424,Australia,2018-01-08,1,#N/A
RA-EN-20006425,United States,2018-01-08,1,RA-EN-20006425
RA-EN-20006426,United States,2018-01-08,1,RA-EN-20006426
RA-EN-20006427,Australia,2018-01-08,1,RA-EN-20006427
RA-EN-20006428,New Zealand,2018-01-08,1,RA-EN-20006428
RA-EN-20006429,United Kingdom,2018-01-08,1,RA-EN-20006429
RA-EN-20006430,United Arab Emirates,2018-01-08,1,RA-EN-20006430
RA-EN-20006431,United States,2018-01-08,1,RA-EN-20006431
RA-EN-20006432,United Arab Emirates,2018-01-08,1,#N/A
RA-EN-20006433,Germany,2018-01-08,1,RA-EN-20006433
RA-EN-20006434,South Africa,2018-01-08,1,RA-EN-20006434
RA-EN-20006435,Australia,2018-01-08,1,RA-EN-20006435
RA-EN-20006436,United Kingdom,2018-01-08,1,RA-EN-20006436
RA-EN-20006437,Netherlands,2018-01-08,1,RA-EN-20006437
RA-EN-20006438,United Kingdom,2018-01-08,1,RA-EN-20006438
RA-EN-20006439,United States,2018-01-08,1,RA-EN-20006439
RA-EN-20006440,South Africa,2018-01-08,1,RA-EN-20006440
RA-EN-20006441,United Arab Emirates,2018-01-08,1,RA-EN-20006441
RA-EN-20006442,United Kingdom,2018-01-08,1,RA-EN-20006442
RA-EN-20006443,United States,2018-01-08,1,RA-EN-20006443
RA-EN-20006444,United Arab Emirates,2018-01-08,1,RA-EN-20006444
RA-EN-20006445,United States,2018-01-08,1,#N/A
RA-EN-20006446,United States,2018-01-08,1,RA-EN-20006446
RA-EN-20006447,United Kingdom,2018-01-08,1,RA-EN-20006447
RA-EN-20006448,United Kingdom,2018-01-08,1,RA-EN-20006448
RA-EN-20006449,United Kingdom,2018-01-08,1,RA-EN-20006449
RA-EN-20006450,Australia,2018-01-08,1,RA-EN-20006450
RA-EN-20006451,United Arab Emirates,2018-01-08,1,RA-EN-20006451
RA-EN-20006452,Australia,2018-01-08,1,RA-EN-20006452
RA-EN-20006453,United States,2018-01-08,1,RA-EN-20006453
RA-EN-20006454,United States,2018-01-08,1,RA-EN-20006454
RA-EN-20006455,United States,2018-01-09,1,RA-EN-20006455
RA-EN-20006456,Japan,2018-01-09,1,RA-EN-20006456
RA-EN-20006457,United States,2018-01-09,1,#N/A
RA-EN-20006458,United States,2018-01-09,1,RA-EN-20006458
RA-EN-20006459,United States,2018-01-09,1,RA-EN-20006459
RA-EN-20006460,United States,2018-01-09,1,RA-EN-20006460
RA-EN-20006461,United States,2018-01-09,1,RA-EN-20006461
RA-EN-20006462,Canada,2018-01-09,1,RA-EN-20006462
RA-EN-20006463,Australia,2018-01-09,1,#N/A
RA-EN-20006464,United States,2018-01-09,1,RA-EN-20006464
RA-EN-20006466,Canada,2018-01-09,1,#N/A
RA-EN-20006467,Malaysia,2018-01-09,1,RA-EN-20006467
RA-EN-20006468,United States,2018-01-09,1,RA-EN-20006468
RA-EN-20006469,Australia,2018-01-09,1,RA-EN-20006469
RA-EN-20006470,Germany,2018-01-09,1,#N/A
RA-EN-20006472,United Arab Emirates,2018-01-09,1,RA-EN-20006472
RA-EN-20006473,India,2018-01-09,1,RA-EN-20006473
RA-EN-20006474,Australia,2018-01-09,1,RA-EN-20006474
RA-EN-20006475,Qatar,2018-01-09,1,RA-EN-20006475
RA-EN-20006476,Australia,2018-01-09,1,RA-EN-20006476
RA-EN-20006477,Germany,2018-01-09,1,RA-EN-20006477
RA-EN-20006478,United Kingdom,2018-01-09,1,RA-EN-20006478
RA-EN-20006479,South Africa,2018-01-09,1,RA-EN-20006479
RA-EN-20006480,Luxembourg,2018-01-09,1,RA-EN-20006480
RA-EN-20006481,South Africa,2018-01-09,1,RA-EN-20006481
RA-EN-20006482,South Africa,2018-01-09,1,RA-EN-20006482
RA-EN-20006483,United Kingdom,2018-01-09,1,RA-EN-20006483
RA-EN-20006484,United Kingdom,2018-01-09,1,RA-EN-20006484
RA-EN-20006485,Argentina,2018-01-09,1,RA-EN-20006485
RA-EN-20006486,United Kingdom,2018-01-09,1,RA-EN-20006486
RA-EN-20006487,United Arab Emirates,2018-01-09,1,RA-EN-20006487
RA-EN-20006488,India,2018-01-09,1,RA-EN-20006488
RA-EN-20006490,United States,2018-01-09,1,RA-EN-20006490
RA-EN-20006491,United States,2018-01-09,1,RA-EN-20006491
RA-EN-20006492,Ireland,2018-01-09,1,RA-EN-20006492
RA-EN-20006493,United States,2018-01-09,1,RA-EN-20006493
RA-EN-20006494,United States,2018-01-09,1,RA-EN-20006494
RA-EN-20006495,United Kingdom,2018-01-09,1,RA-EN-20006495
RA-EN-20006496,United States,2018-01-09,1,RA-EN-20006496
RA-EN-20006497,United States,2018-01-09,1,RA-EN-20006497
RA-EN-20006498,United Kingdom,2018-01-09,1,RA-EN-20006498
RA-EN-20006499,Ireland,2018-01-09,1,RA-EN-20006499
RA-EN-20006500,United States,2018-01-09,1,RA-EN-20006500
RA-EN-20006501,United Kingdom,2018-01-09,1,RA-EN-20006501
RA-EN-20006502,United Kingdom,2018-01-09,1,RA-EN-20006502
RA-EN-20006503,United States,2018-01-09,1,RA-EN-20006503
RA-EN-20006504,Singapore,2018-01-10,1,RA-EN-20006504
RA-EN-20006505,United Kingdom,2018-01-10,1,RA-EN-20006505
RA-EN-20006506,United Kingdom,2018-01-10,1,RA-EN-20006506
RA-EN-20006507,United States,2018-01-10,1,RA-EN-20006507
RA-EN-20006508,Australia,2018-01-10,1,RA-EN-20006508
RA-EN-20006509,United States,2018-01-10,1,RA-EN-20006509
RA-EN-20006510,United States,2018-01-10,1,#N/A
RA-EN-20006511,Argentina,2018-01-10,1,RA-EN-20006511
RA-EN-20006512,United States,2018-01-10,1,RA-EN-20006512
RA-EN-20006513,Australia,2018-01-10,1,#N/A
RA-EN-20006514,Australia,2018-01-10,1,#N/A
RA-EN-20006515,Canada,2018-01-10,1,RA-EN-20006515
RA-EN-20006516,United States,2018-01-10,1,RA-EN-20006516
RA-EN-20006517,Azerbaijan,2018-01-10,1,RA-EN-20006517
RA-EN-20006519,United Kingdom,2018-01-10,1,RA-EN-20006519
RA-EN-20006520,Hong Kong,2018-01-10,1,RA-EN-20006520
RA-EN-20006521,South Africa,2018-01-10,1,RA-EN-20006521
RA-EN-20006522,Ireland,2018-01-10,1,RA-EN-20006522
RA-EN-20006523,South Africa,2018-01-10,1,RA-EN-20006523
RA-EN-20006524,United Kingdom,2018-01-10,1,RA-EN-20006524
RA-EN-20006525,Ireland,2018-01-10,1,RA-EN-20006525
RA-EN-20006526,United States,2018-01-10,1,RA-EN-20006526
RA-EN-20006527,United Kingdom,2018-01-10,1,RA-EN-20006527
RA-EN-20006528,Switzerland,2018-01-10,1,#N/A
RA-EN-20006529,France,2018-01-10,1,RA-EN-20006529
RA-EN-20006530,United Kingdom,2018-01-10,1,RA-EN-20006530
RA-EN-20006531,United Kingdom,2018-01-10,1,RA-EN-20006531
RA-EN-20006532,United States,2018-01-10,1,RA-EN-20006532
RA-EN-20006533,United States,2018-01-10,1,RA-EN-20006533
RA-EN-20006534,United States,2018-01-10,1,RA-EN-20006534
RA-EN-20006535,United States,2018-01-10,1,RA-EN-20006535
RA-EN-20006536,United States,2018-01-10,1,RA-EN-20006536
RA-EN-20006537,Ireland,2018-01-10,1,RA-EN-20006537
RA-EN-20006538,United Kingdom,2018-01-10,1,RA-EN-20006538
RA-EN-20006539,United States,2018-01-10,1,RA-EN-20006539
RA-EN-20006540,Canada,2018-01-10,1,RA-EN-20006540
RA-EN-20006541,United States,2018-01-11,1,RA-EN-20006541
RA-EN-20006542,United Kingdom,2018-01-11,1,RA-EN-20006542
RA-EN-20006543,United Kingdom,2018-01-11,1,#N/A
RA-EN-20006544,United States,2018-01-11,1,RA-EN-20006544
RA-EN-20006545,Australia,2018-01-11,1,#N/A
RA-EN-20006546,United States,2018-01-11,1,RA-EN-20006546
RA-EN-20006547,United States,2018-01-11,1,RA-EN-20006547
RA-EN-20006548,Singapore,2018-01-11,1,RA-EN-20006548
RA-EN-20006550,Canada,2018-01-11,1,RA-EN-20006550
RA-EN-20006551,Australia,2018-01-11,1,RA-EN-20006551
RA-EN-20006552,India,2018-01-11,1,RA-EN-20006552
RA-EN-20006553,United States,2018-01-11,1,RA-EN-20006553
